cell_id,zone_name,area_km2,population,population_density_per_km2,park_count,park_area_km2,green_area_pct,school_count,hospital_count,primary_roads_km,parks_per_10k_residents,schools_per_10k_residents,hospitals_per_100k_residents,coverage_score,coverage_label
242,East,0.7478,7648,10226.9,3,0.0093,1.24,2,0,4.74,3.923,2.615,0.0,37.14,Needs Improvement
243,South,0.7346,16167,22007.1,14,0.0788,10.72,6,1,1.87,8.66,3.711,6.185,83.04,Excellent
244,North West,0.3524,7575,21494.8,6,0.0165,4.67,4,0,2.74,7.921,5.281,0.0,62.52,Good
245,West,0.8213,3485,4243.2,1,0.0057,0.69,2,0,4.31,2.869,5.739,0.0,30.17,Needs Improvement
246,Central,0.5222,5613,10749.2,4,0.0172,3.29,3,0,1.49,7.126,5.345,0.0,54.79,Good
247,North West,0.923,22004,23838.6,16,0.0622,6.74,6,1,4.76,7.271,2.727,4.545,71.15,Excellent
248,West,0.1738,3547,20408.9,2,0.0073,4.17,1,0,1.04,5.639,2.819,0.0,51.87,Good
249,Central,0.2625,1959,7462.4,3,0.0177,6.75,1,0,0.95,15.314,5.105,0.0,68.41,Good
250,New Delhi,0.7864,14841,18872.4,10,0.0557,7.08,4,1,5.37,6.738,2.695,6.738,69.28,Good
251,South,1.9336,51651,26712.4,35,0.0981,5.07,17,2,6.63,6.776,3.291,3.872,67.3,Good
252,South,1.0436,17806,17062.4,18,0.0514,4.92,4,0,6.92,10.109,2.246,0.0,67.39,Good
253,North West,0.4199,3114,7416.8,3,0.0101,2.42,2,0,1.61,9.634,6.423,0.0,61.5,Good
254,Central,0.2291,2241,9781.8,2,0.0109,4.77,1,0,1.2,8.925,4.462,0.0,63.18,Good
255,West,0.9873,15513,15712.3,12,0.0463,4.69,3,0,4.9,7.735,1.934,0.0,56.47,Good
256,North West,0.6025,7398,12279.5,6,0.0306,5.07,1,0,3.49,8.11,1.352,0.0,53.73,Good
257,North West,0.9013,20112,22315.2,13,0.0488,5.42,3,1,5.73,6.464,1.492,4.972,60.09,Good
258,East,0.6776,12152,17933.8,9,0.048,7.08,1,1,4.87,7.406,0.823,8.229,62.59,Good
259,South,0.6437,18895,29355.7,15,0.0586,9.1,6,0,2.42,7.939,3.175,0.0,65.23,Good
260,South,3.7315,75135,20135.5,62,0.217,5.81,20,0,26.97,8.252,2.662,0.0,63.59,Good
261,North West,0.63,10519,16697.1,7,0.025,3.97,4,0,4.77,6.655,3.803,0.0,56.58,Good
262,North,0.5747,6784,11804.6,9,0.034,5.92,1,0,1.49,13.267,1.474,0.0,62.64,Good
263,South West,0.5879,13801,23476.1,6,0.0304,5.18,3,0,1.19,4.348,2.174,0.0,44.73,Needs Improvement
264,North,0.4455,5977,13415.6,7,0.0293,6.58,1,0,3.18,11.712,1.673,0.0,65.53,Good
265,South,1.1453,10171,8880.3,6,0.0301,2.63,3,1,8.47,5.899,2.95,9.832,57.55,Good
266,South West,0.5114,6978,13645.2,9,0.0363,7.09,2,2,3.44,12.898,2.866,28.662,82.29,Excellent
267,North West,0.9261,11949,12903.0,17,0.0566,6.11,4,0,6.15,14.227,3.348,0.0,71.24,Excellent
268,East,0.7501,6747,8995.4,4,0.025,3.33,1,0,2.56,5.929,1.482,0.0,41.28,Needs Improvement
269,North West,1.3139,24493,18641.1,11,0.071,5.41,8,0,6.86,4.491,3.266,0.0,49.72,Needs Improvement
270,South,0.8136,10296,12654.6,8,0.0302,3.71,1,0,4.81,7.77,0.971,0.0,49.02,Needs Improvement
271,North West,0.3053,4787,15678.8,1,0.0044,1.43,0,0,2.27,2.089,0.0,0.0,20.14,Needs Improvement
272,Central,0.2853,2794,9793.7,2,0.0122,4.28,1,0,1.02,7.158,3.579,0.0,55.51,Good
273,West,1.472,18449,12533.0,7,0.0317,2.16,10,1,3.44,3.794,5.42,5.42,51.23,Good
274,New Delhi,0.4388,8007,18245.5,5,0.0282,6.42,0,0,1.51,6.245,0.0,0.0,43.01,Needs Improvement
275,South,0.2863,3472,12127.4,3,0.0083,2.89,2,0,1.7,8.641,5.76,0.0,61.26,Good
276,South West,0.4231,4893,11564.6,3,0.0138,3.26,1,0,2.81,6.131,2.044,0.0,46.53,Needs Improvement
277,South,1.3504,43309,32071.2,28,0.1138,8.43,9,1,3.04,6.465,2.078,2.309,59.77,Good
278,West,0.2697,4096,15188.1,5,0.023,8.54,1,0,2.12,12.207,2.441,0.0,72.88,Excellent
279,West,0.376,6748,17948.7,6,0.0216,5.74,3,1,2.19,8.892,4.446,14.819,77.74,Excellent
280,South West,0.4238,7646,18040.9,7,0.0319,7.53,1,0,1.5,9.155,1.308,0.0,62.57,Good
281,West,0.2985,4153,13914.3,1,0.0049,1.63,1,0,1.77,2.408,2.408,0.0,32.98,Needs Improvement
282,Central,0.3107,5136,16531.1,6,0.0248,7.99,0,0,2.14,11.682,0.0,0.0,59.98,Good
283,North West,0.2543,2306,9068.0,1,0.0039,1.54,0,0,0.74,4.337,0.0,0.0,25.31,Needs Improvement
284,North West,0.4795,11455,23891.3,11,0.0529,11.03,2,0,2.7,9.603,1.746,0.0,70.93,Excellent
285,West,0.511,11265,22043.6,7,0.0306,6.0,2,0,1.34,6.214,1.775,0.0,51.23,Good
286,South,0.4198,6064,14443.8,6,0.0142,3.39,1,0,2.57,9.894,1.649,0.0,61.69,Good
287,South West,0.2344,3146,13419.7,3,0.0126,5.38,0,0,1.66,9.536,0.0,0.0,53.82,Good
288,South,1.3413,10935,8152.6,13,0.0741,5.53,2,0,4.17,11.888,1.829,0.0,61.49,Good
289,Central,0.2848,5755,20204.2,4,0.0204,7.14,4,0,1.64,6.95,6.95,0.0,61.73,Good
290,New Delhi,0.7471,9031,12088.0,10,0.0416,5.57,1,1,3.27,11.073,1.107,11.073,70.56,Excellent
291,East,0.3318,5668,17082.8,4,0.0205,6.17,1,0,0.97,7.057,1.764,0.0,54.76,Good
292,East,0.9442,7103,7522.5,5,0.0292,3.09,1,0,2.22,7.039,1.408,0.0,44.08,Needs Improvement
293,North,1.122,19335,17232.4,16,0.0796,7.09,4,1,6.17,8.275,2.069,5.172,72.31,Excellent
294,East,0.3735,4660,12477.9,2,0.0077,2.07,1,0,1.94,4.292,2.146,0.0,38.81,Needs Improvement
295,South West,0.1994,2681,13447.5,3,0.0122,6.13,1,0,0.41,11.19,3.73,0.0,71.62,Excellent
296,South West,0.9599,7287,7591.2,3,0.0175,1.82,4,1,3.0,4.117,5.489,13.723,48.8,Needs Improvement
297,North East,1.9486,34225,17564.0,30,0.087,4.47,13,2,14.1,8.766,3.798,5.844,75.64,Excellent
298,West,0.8114,8501,10476.6,9,0.0363,4.47,2,1,3.83,10.587,2.353,11.763,74.34,Excellent
299,Central,0.6962,9146,13136.1,6,0.0279,4.01,4,0,2.96,6.56,4.373,0.0,55.01,Good
300,North East,1.034,19094,18465.3,18,0.0738,7.14,3,0,5.07,9.427,1.571,0.0,64.49,Good
301,South,1.0007,12944,12935.5,9,0.0534,5.33,4,0,5.62,6.953,3.09,0.0,58.1,Good
302,South,0.3845,11392,29626.8,10,0.0463,12.05,3,0,0.95,8.778,2.633,0.0,70.25,Excellent
303,Central,0.4258,3978,9343.2,2,0.0114,2.68,1,0,2.77,5.028,2.514,0.0,42.26,Needs Improvement
304,West,0.9124,13446,14737.3,12,0.0547,6.0,3,0,5.72,8.925,2.231,0.0,64.18,Good
305,West,0.58,9159,15792.2,5,0.0215,3.7,4,0,2.64,5.459,4.367,0.0,51.47,Good
306,West,1.3932,12406,8904.8,8,0.0261,1.88,1,0,4.16,6.448,0.806,0.0,38.11,Needs Improvement
307,North West,0.4144,5744,13861.8,4,0.0222,5.36,3,0,1.71,6.964,5.223,0.0,58.79,Good
308,West,0.992,12283,12381.8,8,0.0384,3.87,1,0,5.38,6.513,0.814,0.0,43.21,Needs Improvement
309,North East,0.7766,11379,14651.8,9,0.0238,3.07,6,0,2.33,7.909,5.273,0.0,60.24,Good
310,South,0.5861,9407,16049.7,13,0.0605,10.31,0,0,3.39,13.819,0.0,0.0,62.89,Good
311,North,1.2804,29985,23418.5,29,0.0692,5.41,8,0,5.41,9.672,2.668,0.0,68.79,Good
312,East,0.9509,14284,15021.3,15,0.0577,6.06,2,0,6.82,10.501,1.4,0.0,64.58,Good
313,West,0.346,5764,16659.6,3,0.0174,5.04,1,0,2.12,5.205,1.735,0.0,45.79,Needs Improvement
314,South West,0.9284,22640,24384.8,23,0.104,11.2,4,0,4.62,10.159,1.767,0.0,72.84,Excellent
315,North,1.4428,10248,7102.6,7,0.0449,3.11,1,0,5.83,6.831,0.976,0.0,40.82,Needs Improvement
316,South West,0.5847,7050,12057.3,7,0.0228,3.9,2,1,4.23,9.929,2.837,14.184,76.82,Excellent
317,South,0.5447,7403,13591.6,8,0.038,6.98,2,0,1.15,10.806,2.702,0.0,71.29,Excellent
318,South,0.4231,3039,7182.8,2,0.0045,1.06,0,0,2.52,6.581,0.0,0.0,32.43,Needs Improvement
319,West,0.6272,8657,13803.3,8,0.0449,7.16,2,0,4.96,9.241,2.31,0.0,66.67,Good
320,North,0.9544,4979,5216.8,5,0.026,2.73,2,0,2.36,10.042,4.017,0.0,61.89,Good
321,West,0.3871,6872,17750.8,5,0.0111,2.85,4,0,1.09,7.276,5.821,0.0,57.67,Good
322,North,0.2819,2089,7410.3,3,0.012,4.25,2,0,0.87,14.361,9.574,0.0,65.25,Good
323,North East,0.5047,4095,8114.0,3,0.0119,2.36,2,0,2.44,7.326,4.884,0.0,52.66,Good
324,West,0.2763,4562,16510.1,6,0.0394,14.26,1,1,1.44,13.152,2.192,21.92,88.79,Excellent
325,South West,0.8655,5946,6870.0,6,0.024,2.77,1,0,4.02,10.091,1.682,0.0,56.45,Good
326,North West,0.4895,14900,30439.7,13,0.0552,11.29,7,0,2.98,8.725,4.698,0.0,70.38,Excellent
327,South,0.2206,3093,14023.8,3,0.0189,8.57,0,0,1.23,9.699,0.0,0.0,58.85,Good
328,South,0.513,6605,12876.0,6,0.0366,7.14,3,1,1.06,9.084,4.542,15.14,78.85,Excellent
329,West,0.5633,12201,21659.9,11,0.03,5.33,4,0,4.17,9.016,3.278,0.0,67.73,Good
330,South,0.8279,10734,12965.7,6,0.0268,3.23,4,0,5.68,5.59,3.726,0.0,50.04,Good
331,North West,0.5795,8541,14738.6,6,0.0224,3.87,5,0,2.06,7.025,5.854,0.0,57.76,Good
332,South West,1.9403,24403,12576.7,17,0.0716,3.69,7,0,8.94,6.966,2.868,0.0,55.2,Good
333,North West,0.4632,5072,10949.9,6,0.0153,3.3,3,0,2.91,11.83,5.915,0.0,66.43,Good
334,South,0.6091,9458,15528.5,9,0.0263,4.32,4,0,3.95,9.516,4.229,0.0,68.46,Good
335,South,0.5944,9817,16514.5,11,0.038,6.4,4,0,4.06,11.205,4.075,0.0,73.0,Excellent
336,North West,0.5337,4293,8044.1,4,0.0162,3.03,2,0,3.71,9.317,4.659,0.0,61.42,Good
337,South,0.6887,6480,9408.7,8,0.0303,4.41,2,0,2.75,12.346,3.086,0.0,66.78,Good
338,Central,0.8749,8996,10282.2,9,0.0511,5.84,1,0,6.51,10.004,1.112,0.0,59.71,Good
339,East,1.413,18691,13228.3,12,0.0466,3.3,11,1,10.98,6.42,5.885,5.35,63.63,Good
340,North,0.2466,3790,15368.1,3,0.0144,5.83,5,0,1.68,7.916,13.193,0.0,63.94,Good
341,East,0.4655,14762,31710.1,15,0.0942,20.24,1,0,1.24,10.161,0.677,0.0,73.91,Excellent
342,North East,0.4833,7222,14941.9,4,0.0147,3.04,1,0,1.62,5.539,1.385,0.0,42.83,Needs Improvement
343,North East,1.11,13857,12484.1,8,0.023,2.07,3,1,5.94,5.773,2.165,7.217,54.83,Good
344,New Delhi,0.5105,5134,10056.9,8,0.0253,4.95,0,0,3.91,15.582,0.0,0.0,52.89,Good
345,South,0.2028,4026,19851.0,2,0.0071,3.52,1,0,0.76,4.968,2.484,0.0,46.69,Needs Improvement
346,West,0.6665,8879,13322.1,12,0.0778,11.67,3,0,4.28,13.515,3.379,0.0,78.47,Excellent
347,West,0.6197,9510,15347.2,5,0.0309,4.99,2,1,2.14,5.258,2.103,10.515,57.78,Good
348,East,0.7043,9425,13381.7,3,0.0114,1.62,1,0,2.0,3.183,1.061,0.0,28.99,Needs Improvement
349,North West,0.3388,5651,16681.6,4,0.0094,2.76,2,0,1.16,7.078,3.539,0.0,56.77,Good
350,Central,1.7737,28753,16211.1,24,0.0918,5.18,9,0,4.46,8.347,3.13,0.0,64.86,Good
351,East,0.5206,8093,15544.2,3,0.0122,2.34,3,0,1.29,3.707,3.707,0.0,42.75,Needs Improvement
352,East,0.5648,7571,13405.7,2,0.0049,0.86,3,0,2.22,2.642,3.962,0.0,35.58,Needs Improvement
353,North,0.3685,5120,13895.1,4,0.024,6.52,2,0,1.58,7.812,3.906,0.0,63.66,Good
354,South,0.3617,5641,15596.3,6,0.0242,6.69,2,0,2.68,10.636,3.545,0.0,73.37,Excellent
355,Central,0.3036,1882,6198.8,2,0.0088,2.88,1,0,1.07,10.627,5.313,0.0,62.74,Good
356,East,0.4994,6594,13204.0,8,0.0343,6.86,1,0,2.35,12.132,1.517,0.0,64.96,Good
357,West,0.356,7054,19816.6,5,0.022,6.19,1,0,1.8,7.088,1.418,0.0,53.18,Good
358,South,2.1717,23989,11046.2,22,0.0702,3.23,3,0,16.33,9.171,1.251,0.0,54.34,Good
359,East,0.2036,1181,5799.8,2,0.0114,5.59,1,0,0.6,16.935,8.467,0.0,65.86,Good
360,West,0.3213,2471,7690.6,1,0.0054,1.67,0,0,1.66,4.047,0.0,0.0,23.41,Needs Improvement
361,Central,0.497,6855,13793.6,2,0.0116,2.33,1,0,1.71,2.918,1.459,0.0,31.08,Needs Improvement
362,North West,0.9472,9503,10033.1,5,0.0179,1.89,2,0,6.74,5.261,2.105,0.0,40.62,Needs Improvement
363,West,0.4933,6967,14123.1,4,0.0173,3.51,3,0,3.38,5.741,4.306,0.0,51.77,Good
364,West,0.9486,12604,13287.3,15,0.046,4.85,4,2,4.84,11.901,3.174,15.868,79.93,Excellent
365,North East,0.3498,3881,11095.6,3,0.0173,4.94,1,0,1.03,7.73,2.577,0.0,57.38,Good
366,West,0.6552,6082,9282.5,3,0.0197,3.01,2,0,3.55,4.933,3.288,0.0,44.68,Needs Improvement
367,West,1.8005,26062,14475.1,21,0.0737,4.09,9,0,11.47,8.058,3.453,0.0,62.0,Good
368,North East,0.3538,4868,13759.1,4,0.0117,3.32,1,0,2.39,8.217,2.054,0.0,56.46,Good
369,South West,0.8133,10361,12739.2,7,0.0264,3.25,4,0,5.85,6.756,3.861,0.0,54.58,Good
370,North East,0.7159,13585,18976.2,10,0.0243,3.4,2,1,2.9,7.361,1.472,7.361,61.06,Good
371,North,0.1638,2376,14508.2,3,0.0193,11.8,1,0,0.51,12.626,4.209,0.0,79.43,Excellent
372,South,0.4441,4683,10545.5,8,0.0519,11.69,1,0,1.02,17.083,2.135,0.0,72.32,Excellent
373,North,1.2465,14456,11597.5,8,0.0187,1.5,1,0,3.07,5.534,0.692,0.0,35.2,Needs Improvement
374,East,0.6857,8954,13058.4,5,0.0121,1.77,2,0,2.74,5.584,2.234,0.0,44.42,Needs Improvement
375,West,0.3055,4296,14061.2,4,0.0216,7.07,1,0,2.1,9.311,2.328,0.0,67.09,Good
376,North West,0.957,21865,22846.4,12,0.0414,4.33,1,0,6.45,5.488,0.457,0.0,39.65,Needs Improvement
377,North West,0.4743,12473,26295.9,11,0.0299,6.31,4,0,3.71,8.819,3.207,0.0,67.3,Good
378,North East,0.7848,8708,11096.0,7,0.0193,2.46,2,1,4.85,8.039,2.297,11.484,64.11,Good
379,New Delhi,0.7928,7058,8903.0,5,0.0113,1.42,2,0,5.94,7.084,2.834,0.0,50.22,Good
380,North East,0.3232,3481,10771.6,5,0.0202,6.25,1,0,2.14,14.364,2.873,0.0,69.35,Good
381,North,1.0156,16083,15835.3,14,0.0792,7.8,3,0,5.35,8.705,1.865,0.0,63.9,Good
382,West,0.3455,6452,18676.6,4,0.0129,3.74,3,0,1.4,6.2,4.65,0.0,54.47,Good
383,Central,0.2889,3284,11369.2,3,0.0068,2.36,1,0,0.89,9.135,3.045,0.0,62.06,Good
384,East,0.3723,3457,9285.7,3,0.008,2.15,1,0,1.09,8.678,2.893,0.0,58.06,Good
385,South,0.5137,8013,15597.2,4,0.0149,2.89,1,0,3.66,4.992,1.248,0.0,39.82,Needs Improvement
386,North East,0.6752,11599,17178.4,13,0.0466,6.91,5,0,4.49,11.208,4.311,0.0,73.64,Excellent
387,South,0.3978,8054,20248.8,8,0.0236,5.93,0,0,1.1,9.933,0.0,0.0,57.14,Good
388,West,0.9886,10254,10372.4,11,0.0515,5.21,5,1,2.93,10.728,4.876,9.752,78.42,Excellent
389,South West,0.7353,11226,15267.5,13,0.0578,7.86,5,0,4.75,11.58,4.454,0.0,74.82,Excellent
390,East,0.4168,2904,6968.1,3,0.0107,2.56,1,0,2.43,10.331,3.444,0.0,62.85,Good
391,East,1.0779,13832,12832.3,10,0.0316,2.94,1,0,3.18,7.23,0.723,0.0,44.76,Needs Improvement
392,South,1.269,22644,17843.3,19,0.1056,8.32,7,0,9.69,8.391,3.091,0.0,68.96,Good
393,North,0.596,14442,24233.2,8,0.0194,3.25,2,0,1.33,5.539,1.385,0.0,43.14,Needs Improvement
394,East,0.5558,8395,15104.6,10,0.055,9.89,3,1,2.23,11.912,3.574,11.912,87.37,Excellent
395,Central,0.2181,2650,12148.4,3,0.01,4.58,1,0,1.27,11.321,3.774,0.0,68.82,Good
396,New Delhi,0.4952,3777,7627.9,3,0.0113,2.28,0,0,3.83,7.943,0.0,0.0,39.71,Needs Improvement
397,North,0.5308,7785,14665.2,12,0.047,8.85,4,0,2.67,15.414,5.138,0.0,75.84,Excellent
398,North West,0.7326,12626,17234.4,11,0.0282,3.86,3,1,3.99,8.712,2.376,7.92,71.55,Excellent
399,North West,0.5715,11476,20079.3,8,0.0362,6.33,2,1,4.3,6.971,1.743,8.714,64.51,Good
400,South,0.732,10800,14753.9,8,0.0377,5.15,1,0,3.26,7.407,0.926,0.0,50.53,Good
401,North West,1.5874,14499,9134.0,17,0.0676,4.26,4,0,12.37,11.725,2.759,0.0,65.21,Good
402,East,0.4601,7685,16703.1,6,0.0285,6.2,1,0,2.28,7.807,1.301,0.0,55.48,Good
403,South,0.471,12394,26315.8,12,0.0469,9.96,4,0,2.14,9.682,3.227,0.0,75.3,Excellent
404,South West,0.2883,3474,12051.4,4,0.0149,5.17,1,0,2.2,11.514,2.879,0.0,68.89,Good
405,Central,0.629,6108,9710.1,7,0.0297,4.72,1,0,4.04,11.46,1.637,0.0,60.55,Good
406,North West,1.1362,13330,11731.8,15,0.0883,7.78,6,0,8.75,11.253,4.501,0.0,72.54,Excellent
407,East,0.2211,2944,13313.6,2,0.005,2.26,1,0,1.48,6.793,3.397,0.0,53.88,Good
408,North East,0.4241,4604,10857.0,3,0.0197,4.65,3,0,1.1,6.516,6.516,0.0,54.12,Good
409,West,0.6461,11472,17755.9,10,0.0648,10.03,3,2,4.14,8.717,2.615,17.434,80.48,Excellent
410,South,1.053,16747,15903.4,8,0.0292,2.78,4,1,4.12,4.777,2.388,5.971,54.52,Good
411,South,0.7956,9317,11710.6,10,0.0405,5.09,4,0,5.26,10.733,4.293,0.0,69.17,Good
412,South West,0.7687,10208,13280.1,7,0.0216,2.81,1,0,1.82,6.857,0.98,0.0,44.7,Needs Improvement
413,West,0.5527,3997,7231.9,4,0.0202,3.65,0,0,2.09,10.008,0.0,0.0,49.39,Needs Improvement
414,South West,0.8443,12851,15220.9,11,0.0586,6.94,2,1,1.77,8.56,1.556,7.781,70.69,Excellent
415,North,1.1621,8907,7664.7,8,0.0458,3.94,3,1,2.63,8.982,3.368,11.227,70.96,Excellent
416,North West,0.2268,2717,11980.7,2,0.0073,3.22,1,0,0.82,7.361,3.681,0.0,56.45,Good
417,North East,0.979,10896,11130.1,10,0.0614,6.27,2,0,6.41,9.178,1.836,0.0,61.15,Good
418,North West,0.5959,9614,16132.7,10,0.0316,5.3,3,0,4.32,10.401,3.12,0.0,71.63,Excellent
419,West,0.4601,5156,11206.9,5,0.0114,2.47,2,0,1.47,9.697,3.879,0.0,64.35,Good
420,West,0.146,1917,13131.1,2,0.0073,5.02,1,0,0.55,10.433,5.216,0.0,70.03,Excellent
421,North West,0.2762,6724,24343.6,13,0.0689,24.96,1,0,1.66,19.334,1.487,0.0,82.44,Excellent
422,North East,1.7515,12515,7145.4,11,0.0276,1.58,2,0,4.03,8.789,1.598,0.0,49.88,Needs Improvement
423,South,0.4183,5859,14006.0,5,0.024,5.74,0,0,1.58,8.534,0.0,0.0,50.65,Good
424,West,0.3298,6238,18913.9,3,0.0082,2.49,5,0,1.14,4.809,8.015,0.0,47.35,Needs Improvement
425,South,0.4808,5007,10413.1,2,0.013,2.7,0,0,1.58,3.994,0.0,0.0,26.29,Needs Improvement
426,South,0.4044,5458,13498.0,2,0.0129,3.18,1,0,3.22,3.664,1.832,0.0,36.8,Needs Improvement
427,West,0.6813,5290,7764.6,3,0.0157,2.3,2,0,3.8,5.671,3.781,0.0,45.73,Needs Improvement
428,New Delhi,1.5712,11051,7033.7,3,0.0097,0.62,1,0,9.04,2.715,0.905,0.0,20.85,Needs Improvement
429,South West,0.4447,7946,17868.0,6,0.0174,3.91,0,0,2.95,7.551,0.0,0.0,45.09,Needs Improvement
430,West,0.6936,8146,11743.8,6,0.0288,4.15,4,0,3.46,7.366,4.91,0.0,57.48,Good
431,North,0.3177,2515,7916.8,3,0.0075,2.35,1,0,0.65,11.928,3.976,0.0,63.21,Good
432,North East,1.5742,17437,11077.0,11,0.0434,2.76,3,0,7.36,6.308,1.72,0.0,44.67,Needs Improvement
433,New Delhi,0.7083,12074,17047.5,11,0.0422,5.96,1,1,1.65,9.11,0.828,8.282,68.03,Good
434,New Delhi,0.3304,5513,16686.1,4,0.011,3.33,0,0,1.54,7.256,0.0,0.0,43.18,Needs Improvement
435,Central,1.0879,22143,20354.7,24,0.1123,10.32,10,1,3.24,10.839,4.516,4.516,87.9,Excellent
436,North East,1.299,14214,10942.0,13,0.0686,5.28,4,0,9.45,9.146,2.814,0.0,64.55,Good
437,South,0.6966,7255,10414.4,8,0.0479,6.87,1,1,3.6,11.027,1.378,13.784,72.42,Excellent
438,South,0.2365,3613,15280.1,2,0.0087,3.68,0,0,1.57,5.536,0.0,0.0,36.74,Needs Improvement
439,North West,1.8455,36855,19970.7,35,0.0798,4.32,9,1,11.33,9.497,2.442,2.713,74.64,Excellent
440,North,0.7616,8776,11522.7,4,0.024,3.15,1,1,4.35,4.558,1.139,11.395,45.55,Needs Improvement
441,South West,1.2762,25063,19638.5,11,0.0377,2.96,9,0,9.69,4.389,3.591,0.0,46.25,Needs Improvement
442,South West,0.4543,5322,11713.7,3,0.0129,2.85,1,1,1.19,5.637,1.879,18.79,53.31,Good
443,South,0.4978,15054,30240.8,15,0.0475,9.54,4,0,3.66,9.964,2.657,0.0,71.57,Excellent
444,South,0.6756,4546,6728.5,5,0.0139,2.06,1,0,5.17,10.999,2.2,0.0,58.06,Good
445,South West,1.2333,30503,24733.5,24,0.0793,6.43,6,0,2.51,7.868,1.967,0.0,59.34,Good
446,North West,0.689,5066,7353.2,3,0.0103,1.49,1,0,3.76,5.922,1.974,0.0,40.32,Needs Improvement
447,South,0.2975,6495,21834.8,7,0.0333,11.2,2,0,0.78,10.778,3.079,0.0,78.99,Excellent
448,North West,0.7399,10251,13853.7,10,0.0233,3.15,3,0,3.41,9.755,2.927,0.0,66.83,Good
449,Central,1.6809,18769,11165.9,19,0.0723,4.3,5,2,11.77,10.123,2.664,10.656,76.14,Excellent
450,North West,0.6578,6121,9305.6,5,0.0329,5.0,0,1,2.04,8.169,0.0,16.337,55.13,Good
451,South West,0.6834,6310,9233.9,7,0.0269,3.94,1,0,2.75,11.094,1.585,0.0,59.01,Good
452,South,0.2964,5212,17581.8,8,0.0497,16.78,1,0,2.14,15.349,1.919,0.0,80.57,Excellent
453,South West,0.2725,4385,16092.6,5,0.0235,8.61,1,0,0.67,11.403,2.281,0.0,72.17,Excellent
454,Central,0.4313,5354,12414.1,3,0.008,1.86,2,0,1.21,5.603,3.736,0.0,48.02,Needs Improvement
455,South,0.5198,6884,13243.2,8,0.0372,7.15,3,0,1.87,11.621,4.358,0.0,72.77,Excellent
456,North East,0.673,6358,9446.6,7,0.02,2.97,1,0,3.55,11.01,1.573,0.0,57.87,Good
457,North,0.6985,8867,12694.1,6,0.0198,2.83,5,0,2.17,6.767,5.639,0.0,54.07,Good
458,North East,1.6533,31542,19078.3,24,0.1084,6.55,6,0,11.12,7.609,1.902,0.0,58.14,Good
459,South,0.655,6098,9310.3,4,0.0213,3.26,2,0,3.54,6.56,3.28,0.0,51.51,Good
460,West,1.1976,19746,16488.6,16,0.0518,4.33,6,0,4.6,8.103,3.039,0.0,62.82,Good
461,West,0.6176,6873,11129.2,9,0.0313,5.07,1,0,3.99,13.095,1.455,0.0,61.03,Good
462,Central,1.5083,10959,7265.9,7,0.0353,2.34,3,0,3.79,6.387,2.737,0.0,47.0,Needs Improvement
463,East,0.2058,4213,20466.5,4,0.0103,5.01,2,0,1.1,9.494,4.747,0.0,69.24,Good
464,North West,0.4415,3411,7726.2,6,0.0298,6.75,1,0,1.93,17.59,2.932,0.0,68.25,Good
465,North East,1.1405,12676,11114.7,13,0.0344,3.02,5,0,4.7,10.256,3.944,0.0,66.19,Good
466,East,0.5704,11711,20529.4,11,0.0721,12.65,3,0,2.16,9.393,2.562,0.0,76.19,Excellent
467,North West,1.1058,10803,9769.6,13,0.055,4.98,1,0,4.97,12.034,0.926,0.0,57.36,Good
468,West,0.7967,15547,19515.4,16,0.0903,11.33,4,1,3.69,10.291,2.573,6.432,87.03,Excellent
469,East,1.1153,12478,11187.7,10,0.0587,5.26,7,0,7.34,8.014,5.61,0.0,61.09,Good
470,North West,0.9134,11778,12894.1,10,0.0421,4.61,1,0,4.98,8.49,0.849,0.0,52.57,Good
471,North,0.9473,26947,28447.4,21,0.0544,5.75,7,0,2.42,7.793,2.598,0.0,59.04,Good
472,West,1.5482,32643,21084.4,31,0.1722,11.12,7,1,12.34,9.497,2.144,3.063,82.61,Excellent
473,South West,1.1428,15835,13855.9,20,0.1148,10.05,6,1,8.25,12.63,3.789,6.315,86.8,Excellent
474,North West,1.1479,11829,10305.2,16,0.0392,3.42,3,0,7.89,13.526,2.536,0.0,63.82,Good
475,North East,0.6401,8661,13530.6,2,0.0106,1.65,6,0,2.83,2.309,6.928,0.0,35.33,Needs Improvement
476,West,0.446,11549,25895.9,4,0.0185,4.16,2,0,2.39,3.464,1.732,0.0,37.11,Needs Improvement
477,North East,0.4257,13584,31912.7,17,0.1032,24.25,2,0,2.28,12.515,1.472,0.0,77.75,Excellent
478,Central,0.9922,10365,10446.2,9,0.043,4.34,1,0,3.68,8.683,0.965,0.0,51.94,Good
479,South,0.1464,3492,23853.4,3,0.0183,12.52,0,0,0.88,8.591,0.0,0.0,60.01,Good
480,East,0.2886,2055,7120.4,2,0.0126,4.35,1,0,1.88,9.732,4.866,0.0,64.12,Good
481,West,0.3548,6008,16935.6,3,0.0088,2.48,1,0,1.83,4.993,1.664,0.0,41.39,Needs Improvement
482,West,0.545,8474,15548.3,15,0.0961,17.63,4,0,3.33,17.701,4.72,0.0,87.03,Excellent
483,South West,0.1304,2647,20300.9,2,0.0118,9.02,1,0,0.91,7.556,3.778,0.0,66.49,Good
484,South West,1.3456,12911,9594.8,13,0.0742,5.52,2,3,4.5,10.069,1.549,23.236,71.04,Excellent
485,South,0.9064,12863,14191.2,11,0.0703,7.75,1,1,5.06,8.552,0.777,7.774,67.25,Good
