id,@id,addr:block,addr:city,addr:city:ur,addr:country,addr:district,addr:floor,addr:full,addr:housename,addr:housenumber,addr:locality,addr:neighbourhood,addr:place,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,alt_name,alt_name_1,amenity,baby_feeding,barrier,beds,branch,brand,brand:wikidata,building,building:colour,building:levels,check_date,contact:email,contact:nodal_officer_email,contact:nodal_officer_mobile,contact:phone,contact:website,description,designation,email,emergency,fax,gnis:feature_id,healthcare,healthcare:speciality,highway,image,internet_access,internet_access:fee,is_in,kids_area,landuse,level,loc_name,mobile,name,name:en,name:etymology:wikidata,name:hi,name:ur,network,nohousenumber,note,old_name,opening_hours,operator,operator:short,operator:type,operator:ur,operator:wikidata,phone,roof:shape,shop,short_name,source,start_date,type,url,website,wheelchair,wikidata,wikipedia,@geometry,geometry
way/352922509,way/352922509,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0781119 28.6186223)
way/352937312,way/352937312,,,,,West Delhi,,"B/6, Shankar Garden, Near Janakpuri West Metro Station",,,,,,110018,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Shankar Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,center,POINT (77.0725858 28.6281049)
way/386327383,way/386327383,,,,,East,,Laxmi Nagar,,,,,,110092,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,1122041360,,,,,,,,hospital,,,,,,,,,,,,"Government Maternity Hospital, Laxmi Nagar",,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,center,POINT (77.2781102 28.635087)
way/408034524,way/408034524,,,,,New Delhi,,,,,,,Sadar Bazar,110010,DL,,,,,,hospital,no,,49,,,,,,,,,,,+91 1800 11 5300,,,,,,,,hospital,,,,,,,no,,,,,Delhi Cantonment General Hospital,,,दिल्ली कैंट जेनरल अस्पताल,,,yes,,,24/7,Delhi Cantonment Board,,,,,,,,Delhi Cantt General Hospital,,,,,https://delhi.cantt.gov.in/?page_id=1044,designated,,,center,POINT (77.1249399 28.5985673)
way/426529419,way/426529419,,New Delhi,,,Central,,"4802, Bhagat Ram Road, Daryaganj",,"4802/24, Bharat Ram Road",,,,110002,Delhi,Ansari Road,,,,,hospital,,,,,,,,,,,,,,1123243717,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Chaudhary Eye Centre,,,,,,,,,,,,,,,+91 97 17 896104,,,,OpenGovernmentData,,,,https://www.eye7.in/network-hospitals/eye7-chaudhary-eye-centre-darya-ganj/,yes,,,center,POINT (77.2436745 28.6420359)
way/438994150,way/438994150,,,,,South,,"Malviya Nagar, New Delhi",,,,,Malviya Nagar,110017,Delhi,,,,,,hospital,,,,,,,,,,,,,,1126689999,,,,,yes,,,hospital,,,,,,,,,,,,Pt. Madan Mohan Malviya Hospital,,Q2721496,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,center,POINT (77.2138956 28.5355481)
way/454523333,way/454523333,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2008859 28.5677392)
way/464265895,way/464265895,,,,IN,New Delhi,,,Saint Stephen's Hospital,,,,Tis Hazari,110054,DL,,,,,,hospital,,,600,,,,,,,,,,,+91 11 2396 6021;+91 11 2396 6022;+91 11 2396 6023;+91 11 2396 6024;+91 11 2396 6025;+91 11 2396 6026;+91 11 2396 6027;+91 11 2397 7930;+91 11 2395 7977;+91 11 2398 3573;+91 11 2398 3580;+91 11 2398 2978;+91 11 2395 8005,,,,mail@ststephenshospital.org,,+91 11 2393 2412,,,,,,,,,,,,,,Saint Stephen's Hospital,,,,,,yes,,,,,,,,,,,,,,1885,,,https://www.ststephenshospital.org,,Q30281076,"en:St. Stephen's Hospital, Delh",center,POINT (77.2139404 28.6659998)
way/531891636,way/531891636,,New Delhi,,,,,,,,,,,110010,,Subroto Park,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1505283 28.5831981)
way/531909670,way/531909670,,Delhi Cantonment,,,,,,,,,,,110010,,,,,R&R Hospital,RR Hospital,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Army Research and Referral Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1570762 28.5835657)
way/532774412,way/532774412,,,,IN,New Delhi,,,Station Medicare Centre,,,,,110010,DL,Maude Road,,,,,hospital,,,,,,,,,,,,,,,,,,,yes,,,hospital,,,,,,,,,,,,Station Medicare Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.122665 28.579391)
way/532890550,way/532890550,,Delhi Cantonment,,,,,,,,,,,110010,,,,New Pinto Park,SMC,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Station Medicare Center,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0922286 28.5768166)
way/549601177,way/549601177,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3209499 28.529941)
way/583665557,way/583665557,,,,,,,,,C-30:C-31,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triton Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2547179 28.547281)
way/608825323,way/608825323,,Delhi,,,,,,,,,,,110084,,Shanti Swaroop Tyagi Marg,,,,,hospital,,,,,,,,,,,,,,,,,,,no,,,hospital,general,,,,,,,,,,,MCD Dispensary,,,,,,,,,,North Delhi Municipal Corporation,,,,,,,,,,,,,,,,,center,POINT (77.1977941 28.7365863)
node/632050626,node/632050626,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Base Hospital Delhi Cantt,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1366732 28.6082403)
way/662185788,way/662185788,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0817881 28.5914695)
way/712524970,way/712524970,,,,,East,,"Mayur Vihar Phase 1, Opp. Pratap Nagar",,,,,,110091,Delhi,,,,,,hospital,,wall,,,,,,,,,,,,,,<100 Bedded Hospital,,jeevananmol1@gmail.com,,,,hospital,,,,,,,,,,,,Jeevan Anmol Hospital,,,,,,,,,,,,,,,+91-11-2275-0380;+91-11-2279-5237;+91-85276-77688,,,,OpenGovernmentData,,,,,,,,center,POINT (77.295502 28.6057639)
way/720714953,way/720714953,,Delhi,,,,,,,LANE NO. 1,,,,110081,,"GREEN VALLY,MADHAV MARG, GHEVRA MOD , GHEVRA",,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Madhav Nursing Home,,,,,,,,,,,,,,,+91 99108 53444,,,,,,,,,,,,center,POINT (76.9929839 28.6991412)
node/762031713,node/762031713,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint soham hospital private,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0352715 28.7983668)
node/762031718,node/762031718,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Indra Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0354003 28.7980095)
node/762031725,node/762031725,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Rajeev Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0353788 28.8006984)
node/762031788,node/762031788,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0374388 28.8012625)
way/764098975,way/764098975,,,,,East,,"C 60, LAXMI NAGAR, SHAKAR PUR",,,,,,110092,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,011-22542294,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Walia Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,center,POINT (77.2807284 28.6330306)
way/764108581,way/764108581,,,,,East,,"No. 8, AGCR Enclave, Karkardooma, Opposite Karkardooma Court, Laxmi Nagar",,,,,,110092,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,4327 4444,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Garg Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,center,POINT (77.2949431 28.6531557)
way/764108591,way/764108591,,,,,East,,"X-41, Karkardooma Institutional Area, Karkardooma, Near/Opposite to Central School, Mangalam Marg, A G C R Enclave,",,,,,,110092,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,22375975,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Parivar Seva Clinic,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,center,POINT (77.2946143 28.6521672)
way/764108592,way/764108592,,,,,Shahdara,,"383/11-C, East Azad Nagar, Krishna Nagar,",,,,,,110051,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,2200 2364,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Surya hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,center,POINT (77.2858059 28.6630132)
way/764108599,way/764108599,,,,,Shahdara,,"B-25-26, 26-A, Swaran Cinema Road, east Krishna nagar, Vivek Vihar",,,,,,110051,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,22003244,,100-500 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Shri Ram Singh Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,center,POINT (77.2875908 28.6605443)
way/764108613,way/764108613,,,,,South East,,"MCW Defence Colony, B-Block, Adjecent To Nhmc",,,,,,110024,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,,,M&CW Center,,,,,,hospital,,,,,,,,,,,,MCW Defence Colony,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,center,POINT (77.2340119 28.5676699)
way/767656280,way/767656280,,,,,East,,,,108-A,,,Indraprastha Extension,110092,Delhi,,,,,,hospital,,wall,500,,,,,,,,,,,+91 11 4303 3333,,,,,yes,,,hospital,,,,,,,,,,,,Max Superspeciality Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,yes,,,center,POINT (77.309241 28.6333025)
way/782378314,way/782378314,,New Delhi,,,,,,,,,,,110045,,Sector 1 Dwarka,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Maharaja Agrasen Hospital,,Q2721961,,,,,,,,Maharaja Agrasen Group of Hospitals,,,,,,,,,,,,,,,,,center,POINT (77.0784742 28.5937066)
way/806702816,way/806702816,,,,,West Delhi,,"4/ floor, Phase 1, Block B 1, East Patel Nagar",,,,,,110015,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Anandam Psychiatry Center,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,center,POINT (77.141665 28.6637995)
way/806826371,way/806826371,,,,,Shahdara,,"5, AGCR Road, Near Central School, A G C R Enclave, Anand Vihar",,,,,,110092,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Galaxy Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,center,POINT (77.2949809 28.6529838)
way/806826401,way/806826401,,,,,Shahdara,,"Loni Road, West Jyoti Nagar, Shahdara",,,,,,110094,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Gopal Nursing Home,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,center,POINT (77.2915009 28.6908756)
way/806826410,way/806826410,,,,,East Delhi,,"A 1,2 Priyadarshini Vihar, Near Metroplex East Mall, Mohan Park, Laxmi Nagar",,,,,,110092,Delhi,,,,,,hospital,,,,,,,yes,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Makkar Multispeciality Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,center,POINT (77.2824092 28.641072)
way/806854615,way/806854615,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.142872 28.7270354)
way/816782228,way/816782228,,"Dilshad Garen, Delhi",,,,,,,Rajiv Gandhi Super Speciality Hospital,,,,110093,,Tahirpur Road,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Rajiv Gandhi Super Speciality Hospital,,Q4593,,,,,,,,Delhi Government,,government,,,1165252480,,,,,,,,,,,,center,POINT (77.3165616 28.6897226)
way/816798914,way/816798914,,"Dilshad Garden, Delhi",,,Shahdara,,,,"8, Delhi State Cancer Institue",,,,110095,,"East Nathu Colony, GTB Enclave",,,,,hospital,,,,,,,,,,,,,,,,"100-500 Bedded Hospital, Take appointment for OPD visit",,,,,,hospital,,,,,,,,,,,,Delhi State Cancer Institute,,,,,,,,,Mo-Fr 09:00-15:00; Sa 09:00-14:00,Delhi Government,,government,,,+91-11-2213 5700,,,,,,,,http://www.dsci.nic.in/,,Q52843693,,center,POINT (77.3088412 28.6865811)
way/875001107,way/875001107,,Delhi,,,,,,,407,,,,71232,LA,Cincinnati Street,,,,,hospital,,,,,,,,,,,,,,,,,,,yes,,548689,hospital,,,,,,,,,,,,Delhi Hospital,,,,,,,,Richland Parish Hospital-Delhi,24/7,,,,,,+1-318-878-5171,,,,,,,,https://delhihospital.com/,,,,center,POINT (-91.493496 32.4528494)
node/928491343,node/928491343,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,2024-04-12,,,,,,,,,,,,hospital,,,,,,,,,,,,Delhi Heart and Lung Institute Super Speciality Hospital,,,,,,,,,,,,,,,,,,DHLI,,,,,,,,,,POINT (77.2052683 28.6416777)
node/939235096,node/939235096,,,,,,,,,,,,,,,,,,Apollo Hospital,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,Indraprastha Apollo Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2834999 28.5408389)
node/992920693,node/992920693,,,,,South West,,"Plot No. 2, Dwarka, Sector 12",,,,,,110075,Delhi,,,,,,hospital,,,,,,,,,,,,,,42811114,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Ayushman Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0493833 28.5965201)
node/995630812,node/995630812,,,,,South West,,"Sec-10, Dwarka, Golok Dham Mandir",,,,,,110075,Delhi,,,,,,hospital,,,,,,,,,,,,,,25081423,,,,,,,,,,,,,,,,,,,,Govt Dispensory,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0573761 28.5866431)
node/1014267009,node/1014267009,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayurvedic Mental Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1497987 28.7237864)
way/1097656462,way/1097656462,,New Delhi,,,,,,,50/4-6 Yusuf Sarai Market,,,,110016,,Aurobindo Marg,,,,,hospital,,,,,,,,,,,,,,,,"Medical Diagnostic Imaging Centre for Tests like X-Ray, Ultrasound, MRI, CT Scan, PET Scan",,info@houseofdiagnostics.com,no,,,hospital,radiology;pathology;diagnostic_radiology;clinical_pathology,,,,,,,,,,,HOD Green Park - House Of Diagnostics,,,,,,,,,,House Of Diagnostics,,private,,,,,,,,,,,https://www.hod.care/locate-us/south-delhi/yusuf-sarai,,,,center,POINT (77.2074813 28.5604747)
way/1111954280,way/1111954280,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Sanjeevni Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2953129 28.5442258)
way/1128182482,way/1128182482,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,SITE BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0675661 28.5767769)
node/1135148185,node/1135148185,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Sukhda Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2445375 28.5469254)
way/1148195515,way/1148195515,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,yes,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Munshi Shiv Charan Sadar Lions Hospital,,,,,,,,,,Lions Club Delhi Sadar,,,,,,,,,,,,,,,,,center,POINT (77.1671261 28.7285988)
way/1153422950,way/1153422950,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,DGD Surajmal Vihar,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3060133 28.6588834)
way/1153427002,way/1153427002,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0161632 28.6557829)
way/1153427186,way/1153427186,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Nazar Kanwar Surana Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1908489 28.675348)
way/1154997958,way/1154997958,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1292653 28.7059596)
way/1162639306,way/1162639306,,,,,Central Delhi,,"Kaushik Enclave, Shankarpura, Burari",,,,,,110084,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burari Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,center,POINT (77.19016 28.7615623)
way/1163845332,way/1163845332,,,,,South East,,"Block 11, Lodhi Colony, Khanna Market",,,,,,110003,Delhi,,,,,,hospital,,,,,,,,,,,,,,011- 2465 4902,,100 Bedded Hospital,,,,,,,,,,,,,,,,,,Palika Maternity Hospital,,,Maternity Hospitals,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,center,POINT (77.221808 28.5838587)
way/1167759067,way/1167759067,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,Animal Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.162104 28.7417169)
way/1193556052,way/1193556052,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Kailash Deepak Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3013758 28.6450481)
way/1195536864,way/1195536864,,,,,,,,,,,,,,,,,,,,hospital,,wall,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Metro Hospital and Cancer Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2948997 28.6384082)
way/1203630504,way/1203630504,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Sant Parmanand Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2378123 28.6632045)
way/1228387143,way/1228387143,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,hospital,,6,,,,,,,,,,,,,hospital,,,,,,,,,,,,Sant Soham Hospital,,,,,,,,,,,,,,,,flat,,,,,,,,,,,center,POINT (77.112955 28.7355881)
way/1247152360,way/1247152360,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,urology;laparoscopy,,,,,,,,,,,SCI International Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2340237 28.5498867)
way/1266549560,way/1266549560,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Lajpat Nagar Colony Hospital,,,,,,,,,,Municipal Corporation of Delhi,,,,,,,,,,,,,,,,,center,POINT (77.2447884 28.5691726)
way/1267054047,way/1267054047,,New Delhi,,,Dwarka South West,,,,Dabri Village,,,,110045,,Dabri Palam Road,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,paediatrics;gynaecology,,,,,,,,,,,Shri Dada Dev Matri Avum Shishu Chikitsalaya,,,,,,,,,,Delhi Government,,,,,,,,,,,,,,,,,center,POINT (77.0822906 28.6098487)
way/1278167327,way/1278167327,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Central Government Health Scheme Wellness Centre,,,,,,,,,,,,,,,,,,CGHS Wellness Centre,,,,,,,,,center,POINT (77.1198971 28.5909316)
way/1284841792,way/1284841792,,New Delhi,,,Delhi,,,,57,,,,110027,,Road Number 41,,,,,hospital,,,,,,,,,,,,,,,,,,,yes,,,hospital,,,,,,,,,,,,Birla Fertility & IVF,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1319812 28.6677029)
way/1290597493,way/1290597493,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Minimal Access Smart Surgery Hospital,,,,,,,,,,,,,,,,,,MASSH,,,,,,,,,center,POINT (77.2495543 28.5467781)
way/1296268637,way/1296268637,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,"New Outpatient Department
Complex",,,,,,,,,,Base Hospital,,,,,,,,New OPD Complex,,,,,,,,,center,POINT (77.129287 28.6107764)
way/1297323011,way/1297323011,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q104855659,en:Nehru Homeopathic Medical College,center,POINT (77.2285303 28.5715245)
node/1305481210,node/1305481210,,"Pandav Nagar, New Delhi",,,East,,"Bunglow Plot no. 8, Pandav Nagar, Mayur Vihar, Patparganj",,,,,,110092,Delhi,,,,,,hospital,,,,,,,,,,,,,,,https://www.rk-hospital.com/,<100 Bedded Hospital,,,,+91 11 4318 9090,,hospital,orthopaedics,,,,,,,,,,,Ram Lal Kundan Lal Orthopaedic Hospital,,,,,,,,,,,,,,,+91 11 4318 9000;+91 11 4318 9099,,,RK Hospital,OpenGovernmentData,,,,,,,,,POINT (77.2866841 28.6179569)
node/1305488151,node/1305488151,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Shyama Prasad Mukherjee Chest Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2898985 28.6140205)
way/1354255639,way/1354255639,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,MCW Hauz Khas,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2032121 28.5432302)
way/1363969237,way/1363969237,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Medeor Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0455121 28.5964097)
way/1384923957,way/1384923957,,,,,,,,,,,,,,,,,,,,hospital,,,1725,,,,,,,,,,,,,,,ighofficedwarka@gmail.com,,,,hospital,,,,,,,,,,,+91 99106 31876,Indira Gandhi Hospital,,,,,,,,,,Government of Delhi,,,,,,,,,,,,,,,,,center,POINT (77.0620042 28.57988)
way/1389870753,way/1389870753,,,,IN,,,,Swami Dayanand Hospital,,,,Dilshad Garden,,DL,,,,,,hospital,,,,,,,,,,,,,,,,,,info@sdnhospital.org,yes,,,hospital,,,,,,,,,,,+91 11 2258 1036;+91 11 2258 1031,Swami Dayanand Hospital,,,,,,yes,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3035364 28.6791534)
way/1409790920,way/1409790920,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Viswanathan Chest Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2096817 28.6906989)
way/1415192212,way/1415192212,,,,,,,,,,,,,,,,,,,,hospital,,,153,Civil Lines,Sant Parmanand Hospital,Q30280362,,,,,,,,,,,,contact@sphdelhi.org,,,,hospital,,,,,,,,,,,+91 11 4401 5050;+91 11 4401 5051;+91 11 4401 5052;+91 11 4401 5053;+91 11 4401 5054;+91 11 4401 5055,Sant Parmanand Hospital,,,,,,,,,24/7,,,,,,,,,,,,,,https://www.sphdelhi.org,,,,center,POINT (77.2242462 28.6777185)
way/1417674631,way/1417674631,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,emergency,,,,,,,,,,,Vacant Plot for Hospital C-Block,,,,,,,,,,This is proposed Hospital Land,,,,,,,,,,,,,,,,,center,POINT (77.142658 28.6248245)
node/1528713073,node/1528713073,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sujan Mohinder Singh Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2685753 28.5629027)
node/1811342226,node/1811342226,,,,,South West,,Village Post Office Ujjwa,,,,,,110073,Delhi,,,,,,hospital,,,,,,,,,,,,,,25318335,,,,,,,,,,,,,,,,,,,,PHC Ujjwa,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (76.9041305 28.5702527)
node/2318172256,node/2318172256,,New Delhi,,,,,,,B-1/12,,,,110029,,Safdarjung Enclave,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goyal MRI & Diagnostic Centre,,,,,,,,,,,,,,,+91-11-40771234,,,,,,,,,,,,,POINT (77.1893283 28.5647144)
node/2429361211,node/2429361211,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MGS Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1346394 28.6739027)
node/2429361264,node/2429361264,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maharaja Agrasen Hospital,,,,,,,,,,,,,,,,,,,,,,,,,Q6733221,en:Maharaja Agrasen Hospital (New Delhi),,POINT (77.1340566 28.6740586)
node/2445479220,node/2445479220,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A One Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0981158 28.67882)
node/2885181536,node/2885181536,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majeedia Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2518253 28.5148169)
